,Formula,composition,Spacegroup,Formation Energy (eV),E Above Hull (eV),Band Gap (eV),Has Bandstructure,Volume,Nsites,Theoretical,Count,Density (gm/cc),Crystal System,aveatomic__number,aveatomic__radius,aveatomic__radius__rahm,aveatomic__volume,aveatomic__weight,aveboiling__point,avebulk__modulus,avec6__gb,avecovalent__radius__cordero,avecovalent__radius__pyykko,avecovalent__radius__pyykko__double,avecovalent__radius__pyykko__triple,avecovalent__radius__slater,avedensity,avedipole__polarizability,aveelectron__negativity,aveelectron__affinity,aveen__allen,aveen__ghosh,aveen__pauling,avefirst__ion__en,avefusion__enthalpy,avegs__bandgap,avegs__energy,avegs__est__bcc__latcnt,avegs__est__fcc__latcnt,avegs__mag__moment,avegs__volume__per,avehhi__p,avehhi__r,aveheat__capacity__mass,aveheat__capacity__molar,aveicsd__volume,aveevaporation__heat,aveheat__of__formation,avelattice__constant,avemendeleev__number,avemelting__point,avemolar__volume,avenum__unfilled,avenum__valance,avenum__d__unfilled,avenum__d__valence,avenum__f__unfilled,avenum__f__valence,avenum__p__unfilled,avenum__p__valence,avenum__s__unfilled,avenum__s__valence,aveperiod,avespecific__heat,avethermal__conductivity,avevdw__radius,avevdw__radius__alvarez,avevdw__radius__mm3,avevdw__radius__uff,avesound__velocity,avePolarizability,sumatomic__number,sumatomic__radius,sumatomic__radius__rahm,sumatomic__volume,sumatomic__weight,sumboiling__point,sumbulk__modulus,sumc6__gb,sumcovalent__radius__cordero,sumcovalent__radius__pyykko,sumcovalent__radius__pyykko__double,sumcovalent__radius__pyykko__triple,sumcovalent__radius__slater,sumdensity,sumdipole__polarizability,sumelectron__negativity,sumelectron__affinity,sumen__allen,sumen__ghosh,sumen__pauling,sumfirst__ion__en,sumfusion__enthalpy,sumgs__bandgap,sumgs__energy,sumgs__est__bcc__latcnt,sumgs__est__fcc__latcnt,sumgs__mag__moment,sumgs__volume__per,sumhhi__p,sumhhi__r,sumheat__capacity__mass,sumheat__capacity__molar,sumicsd__volume,sumevaporation__heat,sumheat__of__formation,sumlattice__constant,summendeleev__number,summelting__point,summolar__volume,sumnum__unfilled,sumnum__valance,sumnum__d__unfilled,sumnum__d__valence,sumnum__f__unfilled,sumnum__f__valence,sumnum__p__unfilled,sumnum__p__valence,sumnum__s__unfilled,sumnum__s__valence,sumperiod,sumspecific__heat,sumthermal__conductivity,sumvdw__radius,sumvdw__radius__alvarez,sumvdw__radius__mm3,sumvdw__radius__uff,sumsound__velocity,sumPolarizability,varatomic__number,varatomic__radius,varatomic__radius__rahm,varatomic__volume,varatomic__weight,varboiling__point,varbulk__modulus,varc6__gb,varcovalent__radius__cordero,varcovalent__radius__pyykko,varcovalent__radius__pyykko__double,varcovalent__radius__pyykko__triple,varcovalent__radius__slater,vardensity,vardipole__polarizability,varelectron__negativity,varelectron__affinity,varen__allen,varen__ghosh,varen__pauling,varfirst__ion__en,varfusion__enthalpy,vargs__bandgap,vargs__energy,vargs__est__bcc__latcnt,vargs__est__fcc__latcnt,vargs__mag__moment,vargs__volume__per,varhhi__p,varhhi__r,varheat__capacity__mass,varheat__capacity__molar,varicsd__volume,varevaporation__heat,varheat__of__formation,varlattice__constant,varmendeleev__number,varmelting__point,varmolar__volume,varnum__unfilled,varnum__valance,varnum__d__unfilled,varnum__d__valence,varnum__f__unfilled,varnum__f__valence,varnum__p__unfilled,varnum__p__valence,varnum__s__unfilled,varnum__s__valence,varperiod,varspecific__heat,varthermal__conductivity,varvdw__radius,varvdw__radius__alvarez,varvdw__radius__mm3,varvdw__radius__uff,varsound__velocity,varPolarizability,maxatomic__number,maxatomic__radius,maxatomic__radius__rahm,maxatomic__volume,maxatomic__weight,maxboiling__point,maxbulk__modulus,maxc6__gb,maxcovalent__radius__cordero,maxcovalent__radius__pyykko,maxcovalent__radius__pyykko__double,maxcovalent__radius__pyykko__triple,maxcovalent__radius__slater,maxdensity,maxdipole__polarizability,maxelectron__negativity,maxelectron__affinity,maxen__allen,maxen__ghosh,maxen__pauling,maxfirst__ion__en,maxfusion__enthalpy,maxgs__bandgap,maxgs__energy,maxgs__est__bcc__latcnt,maxgs__est__fcc__latcnt,maxgs__mag__moment,maxgs__volume__per,maxhhi__p,maxhhi__r,maxheat__capacity__mass,maxheat__capacity__molar,maxicsd__volume,maxevaporation__heat,maxheat__of__formation,maxlattice__constant,maxmendeleev__number,maxmelting__point,maxmolar__volume,maxnum__unfilled,maxnum__valance,maxnum__d__unfilled,maxnum__d__valence,maxnum__f__unfilled,maxnum__f__valence,maxnum__p__unfilled,maxnum__p__valence,maxnum__s__unfilled,maxnum__s__valence,maxperiod,maxspecific__heat,maxthermal__conductivity,maxvdw__radius,maxvdw__radius__alvarez,maxvdw__radius__mm3,maxvdw__radius__uff,maxsound__velocity,maxPolarizability,minatomic__number,minatomic__radius,minatomic__radius__rahm,minatomic__volume,minatomic__weight,minboiling__point,minbulk__modulus,minc6__gb,mincovalent__radius__cordero,mincovalent__radius__pyykko,mincovalent__radius__pyykko__double,mincovalent__radius__pyykko__triple,mincovalent__radius__slater,mindensity,mindipole__polarizability,minelectron__negativity,minelectron__affinity,minen__allen,minen__ghosh,minen__pauling,minfirst__ion__en,minfusion__enthalpy,mings__bandgap,mings__energy,mings__est__bcc__latcnt,mings__est__fcc__latcnt,mings__mag__moment,mings__volume__per,minhhi__p,minhhi__r,minheat__capacity__mass,minheat__capacity__molar,minicsd__volume,minevaporation__heat,minheat__of__formation,minlattice__constant,minmendeleev__number,minmelting__point,minmolar__volume,minnum__unfilled,minnum__valance,minnum__d__unfilled,minnum__d__valence,minnum__f__unfilled,minnum__f__valence,minnum__p__unfilled,minnum__p__valence,minnum__s__unfilled,minnum__s__valence,minperiod,minspecific__heat,minthermal__conductivity,minvdw__radius,minvdw__radius__alvarez,minvdw__radius__mm3,minvdw__radius__uff,minsound__velocity,minPolarizability
mp-1056,Tb2O3,"{'Tb': 2.0, 'O': 3.0}",Ia3,-4.007,0,3.901,TRUE,620.129,40,FALSE,2276,7.837,cubic,30.8,159.7208522,213,16.08,73.16954,1372.514,61.14362451,1046.02,117.2,105,88.2,83.21818642,106,3.981,71.944,2.516,1.3426681,15.5764733,0.2622902,2.584242579,10.51635,4.192,0,-4.705762222,3.174135289,3.999159866,0,18.15766667,4100,1540,0.6236,29.1908,23.196,164.9474547,305.0174,5.538,71,684.48,18.136,3.2,8,0,0,2,3.6,1.2,2.4,0,2,3.6,0.720711982,4.415948,184.4,201.6,217.2,348.04,1238.5,10.6812,154,798.6042609,1065,80.4,365.8477,6862.57,305.7181226,5230.1,586,525,441,416.0909321,530,19.905,359.72,12.58,6.7133405,77.88236651,1.311451,12.9212129,52.58175,20.96,0,-23.52881111,15.87067645,19.99579933,0,90.78833334,20500,7700,3.118,145.954,115.98,824.7372736,1525.087,27.69,355,3422.4,90.68,16,40,0,0,10,18,6,12,0,10,18,3.603559911,22.07974,922,1008,1086,1740.2,6192.5,53.406,779.76,274.1625574,2646,6.4896,4902.705966,2466532.261,335.8108541,1589249.494,3932.16,2646,1460.16,1369.708185,3174,12.030336,6674.135424,1.280664,0.021043969,50.17377161,0.002682006,1.098481144,14.43081433,23.665176,0,0.003906043,0.442666994,0.702690052,0,122.9261607,19440000,1622400,0.13000704,0.05256576,51.088344,33466.36203,4668.518362,2.503896,1350,594745.3536,0.903264,2.16,6,0,0,6,19.44,0.96,3.84,0,0,3.84,0.192756117,28.89982716,1574.64,3993.84,1858.56,5.7624,1272361.5,146.397889,65,180,276,19.2,158.92535,3296,76.10604085,2590,194,168,135,128.545466,175,8.229,172,3.44,1.4611135,21.36,0.304575,3.44,13.61805,10.15,0,-4.629217697,3.988997542,5.025821971,0,31.73666667,9500,3100,0.918,29.378,31.95,389,388.7,6.83,101,1629,19.3,5,11,0,0,5,9,2,4,0,2,6,1.079186637,11,233,279,270,350,2620,25.5,8,146.2014203,171,14,15.999,90.19,38.7,16.7,66,63,57,53,60,1.149,5.24,1.13,1.165,6.901183253,0.198863,1.300606449,5.8638,0.22,0,-4.756791905,2.630893787,3.314718462,0,9.105,500,500,0.182,28.91,17.36,15.57909119,249.229,3.6,26,54.8,17.36,2,6,0,0,0,0,0,0,0,2,2,0.183,0.02658,152,150,182,345.1,317.5,0.802
mp-560190,Mo8O23,"{'Mo': 8.0, 'O': 23.0}",P2/c,-2.044,0,1.038,FALSE,1858.315,124,TRUE,,4.059,monoclinic,16.77419355,144.3429893,189.8387097,12.81290323,36.63151613,1327.560323,115.820611,278.1967742,88.70967742,82.35483871,73.51612903,68.48387097,81.93548387,3.489903226,22.59741935,3.109677419,1.27708421,18.09548387,0.259850406,3.109677419,11.93401903,9.835483871,0,-6.328228257,2.765931341,3.484855119,0,10.80435484,990.3225806,1738.709677,0.745870968,28.0056129,16.90322581,163.8167451,354.9711935,5.880322581,89.38709677,786.4645161,15.30064516,3.032258065,6,1.290322581,1.290322581,0,0,1.483870968,2.967741935,0.258064516,1.741935484,2.774193548,0.865461053,35.89068839,168.7741935,174.516129,196.7096774,338.4387097,1832.983871,3.898258065,520,4474.632667,5885,397.2,1135.577,41154.37,3590.43894,8624.1,2750,2553,2279,2123,2540,108.187,700.52,96.4,39.5896105,560.96,8.0553626,96.4,369.95459,304.9,0,-196.175076,85.74387157,108.0305087,0,334.935,30700,53900,23.122,868.174,524,5078.319097,11004.107,182.29,2771,24380.4,474.32,94,186,40,40,0,0,46,92,8,54,86,26.82929265,1112.61134,5232,5410,6098,10491.6,56822.5,120.846,221.3361082,9.929577137,1020.328824,4.05144641,1223.889575,4401870.281,4534.585351,196594.1184,1482.722164,1077.003122,784.2497399,689.2819979,1383.350676,15.75450525,866.1800191,0.313699896,0.097366992,30.63906348,0.005750832,0.313699896,8.153385863,265.815399,0,7.099560101,0.05242603,0.083221136,0,8.302444745,691196.6701,4411404.787,0.085181661,5.414908237,0.599847659,63176.40584,32146.55805,2.592925702,387.7211238,1539082.272,12.19270926,3.063475546,0,4.786680541,4.786680541,0,0,0.765868887,3.063475546,0.191467222,0.191467222,1.723204995,0.131326047,3697.923527,808.9490114,1727.991675,622.0770031,384.2823725,6602987.669,27.56209026,42,146.2014203,244,14,95.95,4885,230,1030,154,138,121,113,145,10.22,72.5,3.44,1.4611135,21.36,0.304575,3.44,13.61805,37.48,0,-4.756791905,3.154164308,3.973998007,0,15.69,2400,5300,0.918,29.378,17.36,590,658.98,6.83,101,2890,17.36,6,6,5,5,0,0,2,4,1,2,5,1.079186637,139,217,245,239,350,6190,12.8,8,139,171,9.4,15.999,90.19,76.10604085,16.7,66,63,57,53,60,1.149,5.24,2.16,0.748,8.71,0.1312672,2.16,7.09243,0.22,0,-10.84610777,2.630893787,3.314718462,0,9.105,500,500,0.251,24.06,15.59,15.57909119,249.229,3.15,56,54.8,9.38,2,6,0,0,0,0,0,0,0,1,2,0.251,0.02658,152,150,182,305.2,317.5,0.802
mp-753746,Rb2O,"{'Rb': 2.0, 'O': 1.0}",R3m,-1.12,0,0.458,TRUE,96.208,3,TRUE,,3.226,trigonal,27.33333333,214.0671401,217,41.93333333,62.31153333,670.73,27.03534695,3112.233333,168.6666667,161,153.6666667,111.7641042,176.6666667,1.404333333,214.28,1.693333333,0.8109845,9.904666667,0.171315667,1.693333333,7.324102,1.533333333,0,-2.227820652,4.651154448,5.860087395,0,63.51666667,4166.666667,4166.666667,0.548,30.49933333,67.84666667,55.72636373,137.0096667,6.003333333,39.66666667,226.4,42.96,1.333333333,2.666666667,0,0,0,0,0.666666667,1.333333333,0.666666667,1.333333333,4,0.599728879,38.67552667,252.6666667,264,277.3333333,390.9333333,972.5,31.76066667,82,642.2014203,651,125.8,186.9346,2012.19,81.10604085,9336.7,506,483,461,335.2923127,530,4.213,642.84,5.08,2.4329535,29.714,0.513947,5.08,21.972306,4.6,0,-6.683461955,13.95346335,17.58026219,0,190.55,12500,12500,1.644,91.498,203.54,167.1790912,411.029,18.01,119,679.2,128.88,4,8,0,0,0,0,2,4,2,4,12,1.799186637,116.02658,758,792,832,1172.8,2917.5,95.282,186.8888889,2302.877961,1058,390.1355556,1072.425372,168513.3458,1203.9665,4791163.309,5270.222222,4802,4672.222222,1726.609974,6805.555556,0.032597556,21848.8608,1.525422222,0.211333858,65.61233089,0.008879025,1.525422222,19.80689071,0.862422222,0,3.1978478,2.04072657,3.239451503,0,1480.314735,6722222.222,6722222.222,0.06845,0.628694222,1274.451756,805.9017461,6296.589387,0.341688889,1880.888889,14723.28,327.68,0.222222222,5.555555556,0,0,0,0,0.888888889,3.555555556,0.222222222,0.222222222,2,0.114939871,746.8705392,5066.888889,6498,4544.222222,837.7688889,214512.5,479.2195209,37,248,240,55.9,85.4678,961,76.10604085,4660,220,210,202,141.1461564,235,1.532,318.8,3.44,1.4611135,21.36,0.304575,3.44,13.61805,2.19,0,-0.963335025,5.661284779,7.132771862,0,90.7225,6000,6000,0.918,31.06,93.09,75.8,249.229,6.83,101,312.2,55.76,2,6,0,0,0,0,2,4,1,2,5,1.079186637,58,303,321,325,411.4,1300,47.24,8,146.2014203,171,14,15.999,90.19,2.5,16.7,66,63,57,53,60,1.149,5.24,0.82,0.48592,4.177,0.104686,0.82,4.177128,0.22,0,-4.756791905,2.630893787,3.314718462,0,9.105,500,500,0.363,29.378,17.36,15.57909119,80.9,5.59,9,54.8,17.36,1,1,0,0,0,0,0,0,0,1,2,0.36,0.02658,152,150,182,350,317.5,0.802
mp-1605,Ag3O4,"{'Ag': 3.0, 'O': 4.0}",P21/c,-0.424,0,0,TRUE,196.383,14,FALSE,,6.555,monoclinic,24.71428571,145.2579545,194.1428571,12.41428571,55.37151429,1116.537143,86.34630906,155.6857143,99.85714286,90.85714286,92.14285714,89,102.8571429,5.156571429,25.49428571,2.792857143,1.392922,16.94142857,0.237135643,2.792857143,11.02869857,4.968571429,0,-3.903335471,2.873288095,3.620116153,0,12.20142857,800,885.7142857,0.625285714,27.65171429,17.22714286,117.8023378,264.5165714,5.655714286,88.14285714,560.6428571,14.32142857,1.571428571,8.142857143,0,4.285714286,0,0,1.142857143,2.285714286,0.428571429,1.571428571,3.285714286,0.718249507,184.3009029,177.2857143,194.1428571,208.1428571,334.9142857,1295.714286,3.364,173,1016.805681,1359,86.9,387.6006,7815.76,604.4241634,1089.8,699,636,645,623,720,36.096,178.46,19.55,9.750454,118.59,1.6599495,19.55,77.20089,34.78,0,-27.3233483,20.11301667,25.34081307,0,85.41,5600,6200,4.377,193.562,120.59,824.6163648,1851.616,39.59,617,3924.5,100.25,11,57,0,30,0,0,8,16,3,11,23,5.027746547,1290.10632,1241,1359,1457,2344.4,9070,23.548,372.4897959,1.186837074,714.122449,3.352653061,2066.926508,1404517.944,139.8174573,25756.03837,1528.408163,1034.693878,1646.693878,1728,2448.979592,21.41417167,546.9814531,0.558391837,0.006200108,26.03169796,0.006064089,0.558391837,8.939654428,30.06524082,0,0.971183845,0.078340001,0.124356999,0,12.78382653,120000,198367.3469,0.114242204,3.97341649,0.023534694,13932.78954,311.6131202,1.838595918,220.4081633,341169.3282,12.3105551,0.244897959,6.12244898,0,24.48979592,0,0,0.979591837,3.918367347,0.244897959,0.244897959,2.204081633,0.173700816,45276.03475,852.4897959,2598.122449,911.2653061,303.4383673,1275870.918,8.751792,47,146.2014203,225,14,107.8682,2485,100,341,145,128,139,137,160,10.5,52.5,3.44,1.4611135,21.36,0.304575,3.44,13.61805,11.3,0,-2.76539356,3.196480506,4.027313074,0,16.33,1200,1400,0.918,29.378,17.36,254.1,284.9,6.83,101,1235.1,17.36,2,11,0,10,0,0,2,4,1,2,5,1.079186637,430,211,253,243,350,2600,6.78,8,144,171,10.3,15.999,90.19,76.10604085,16.7,66,63,57,53,60,1.149,5.24,1.93,1.302,11.05,0.1472165,1.93,7.57623,0.22,0,-4.756791905,2.630893787,3.314718462,0,9.105,500,500,0.235,25.35,17.05,15.57909119,249.229,4.09,71,54.8,10.27,1,6,0,0,0,0,0,0,0,1,2,0.237,0.02658,152,150,182,314.8,317.5,0.802
mp-1959,PuO2,"{'Pu': 1.0, 'O': 2.0}",Fm3m,-3.628,0,0,TRUE,39.034,3,FALSE,,11.741,cubic,36.66666667,147.8009469,206.6666667,16.38553138,91.99933333,1228.46,80.89433979,775.9411049,106.3333333,99.33333333,83,80.41721682,98.33333333,7.379333333,58.49333333,2.72,1.921226633,16.45257715,0.25684,2.726666667,11.08736667,1.088,0,-7.946739373,2.856199779,3.598586224,0.106001213,12.09666667,2915.904936,1689.87338,0.941358996,28.87245333,18.25333333,124.8860608,281.1526667,5.960474012,81.66666667,341.2,15.67,4,6.666666667,0,0,2.666666667,2,1.333333333,2.666666667,0,2,3.666666667,0.934816709,2.01772,182.3333333,193.6666667,205.3333333,347.4666667,965,8.701333333,110,443.4028406,620,49.15659415,275.998,3685.38,242.6830194,2327.823315,319,298,249,241.2516505,295,22.138,175.48,8.16,5.763679899,49.35773145,0.77052,8.18,33.2621,3.264,0,-23.84021812,8.568599338,10.79575867,0.318003638,36.29,8747.714809,5069.620141,2.824076988,86.61735998,54.76,374.6581824,843.458,17.88142204,245,1023.6,47.01,12,20,0,0,8,6,4,8,0,6,11,2.804450128,6.05316,547,581,616,1042.4,2895,26.104,1643.555556,5.116970451,2544.222222,11.38151995,11552.10133,2591317.186,45.85561353,1152894.111,3253.555556,2640.222222,1352,1503.407557,2938.888889,77.63410689,5671.835022,1.0368,0.42340819,48.16559807,0.00455726,1.017688889,12.80871627,1.506848,0,20.3515297,0.10152558,0.161161813,0.022472514,17.90013889,11673193.32,2831597.322,0.001091285,0.511154878,1.596088889,23896.02721,2038.240987,1.512150887,747.5555556,164049.92,5.7122,8,0.888888889,0,0,14.22222222,8,0.888888889,3.555555556,0,0,5.555555556,0.041685352,7.929276999,1840.222222,3813.555556,1088.888889,12.83555556,838512.5,124.7989342,94,151,278,21.15659415,244,3505,90.47093768,2294.423315,187,172,135,135.2516505,175,19.84,165,3.44,2.841452899,21.36,0.304575,3.44,13.61805,2.824,0,-4.756791905,3.306811764,4.166321749,0.318003638,18.08,7747.714809,4069.620141,0.988076988,29.378,20.04,343.5,345,6.83,101,914,17.36,8,8,0,0,8,6,2,4,0,2,7,1.079186637,6,243,281,252,350,2260,24.5,8,146.2014203,171,14,15.999,90.19,76.10604085,16.7,66,63,57,53,60,1.149,5.24,1.28,1.4611135,6.637731448,0.16137,1.3,6.026,0.22,0,-14.32663431,2.630893787,3.314718462,0,9.105,500,500,0.918,27.86135998,17.36,15.57909119,249.229,4.221422036,43,54.8,12.29,2,6,0,0,0,0,0,0,0,2,2,0.646076854,0.02658,152,150,182,342.4,317.5,0.802
mp-2352,Na2O,"{'Na': 2.0, 'O': 1.0}",Fm3m,-1.439,0,1.873,TRUE,43.789,3,FALSE,,2.35,cubic,10,175.4004734,207,20.46666667,20.65951285,800.7966667,29.56868028,1052.233333,132.6666667,124.3333333,125.6666667,91.04737378,140,1.030333333,110.2133333,1.766666667,0.852321833,10.54666667,0.163667667,1.766666667,7.965400667,1.806666667,0,-2.425758224,3.464746656,4.365307243,0,22.53055555,900,500,1.124666667,28.61266667,32.29333333,70.45969706,154.743,5.096666667,41,265.5733333,21.64,1.333333333,2.666666667,0,0,0,0,0.666666667,1.333333333,0.666666667,1.333333333,2.666666667,1.174395546,93.34219333,202,216.6666667,240.6666667,315.5333333,2239.166667,16.34066667,30,526.2014203,621,61.4,61.97853856,2402.39,88.70604085,3156.7,398,373,377,273.1421213,420,3.091,330.64,5.3,2.5569655,31.64,0.491003,5.3,23.896202,5.42,0,-7.277274671,10.39423997,13.09592173,0,67.59166666,2700,1500,3.374,85.838,96.88,211.3790912,464.229,15.29,123,796.72,64.92,4,8,0,0,0,0,2,4,2,4,8,3.523186637,280.02658,606,650,722,946.6,6717.5,49.022,2,426.2923517,648,20.90888889,10.86019003,252480.9174,1082.862964,536164.6422,2222.222222,1880.888889,2357.555556,723.8013259,3200,0.007040889,5509.700356,1.400022222,0.185313647,58.46408889,0.009927438,1.400022222,15.97622224,1.258755556,0,2.716859012,0.347655303,0.551868394,0,90.12277096,80000,0,0.021355556,0.292867556,111.5022222,1505.94045,4463.802098,1.502222222,1800,22212.69902,9.1592,0.222222222,5.555555556,0,0,0,0,0.888888889,3.555555556,0.222222222,0.222222222,0.222222222,0.004532368,4353.901846,1250,2222.222222,1720.888889,593.9755556,1846401.389,120.7250809,11,190,225,23.7,22.98976928,1156.1,76.10604085,1570,166,155,160,110.0710607,180,1.149,162.7,3.44,1.4611135,21.36,0.304575,3.44,13.61805,2.6,0,-1.260241383,3.88167309,4.890601634,0,29.24333333,1100,500,1.228,29.378,39.76,97.9,249.229,6.83,101,370.96,23.78,2,6,0,0,0,0,2,4,1,2,3,1.222,140,227,250,270,350,3200,24.11,8,146.2014203,171,14,15.999,90.19,6.3,16.7,66,63,57,53,60,0.971,5.24,0.93,0.547926,5.14,0.093214,0.93,5.139076,0.22,0,-4.756791905,2.630893787,3.314718462,0,9.105,500,500,0.918,28.23,17.36,15.57909119,107.5,4.23,11,54.8,17.36,1,1,0,0,0,0,0,0,0,1,2,1.079186637,0.02658,152,150,182,298.3,317.5,0.802
mp-27253,Au2O3,"{'Au': 2.0, 'O': 3.0}",Fdd2,-0.471,0,0.82,FALSE,141.033,10,FALSE,,10.407,orthorhombic,36.4,146.1208522,193,12.48,88.3860276,1286.114,133.6636245,180.82,94,87.4,82.6,81,90,8.4094,17.584,3.08,1.8001201,17.348,0.287293,3.024,11.861042,5.152,0,-4.137952187,2.866713093,3.61183217,0,12.143,740,700,0.6024,27.794,17.2,145.3474547,296.8174,5.73,88.6,567.912,14.5,1.6,13.6,0,4,0,5.6,1.2,2.4,0.4,1.6,3.6,0.699111982,128.015948,176.8,182.8,206.4,341.72,886.5,2.8012,182,730.6042609,965,62.4,441.930138,6430.57,668.3181226,904.1,470,437,413,405,450,42.047,87.92,15.4,9.0006005,86.74,1.436465,15.12,59.30521,25.76,0,-20.68976094,14.33356547,18.05916085,0,60.715,3700,3500,3.012,138.97,86,726.7372736,1484.087,28.65,443,2839.56,72.5,8,68,0,20,0,28,6,12,2,8,18,3.495559911,640.07974,884,914,1032,1708.6,4432.5,14.006,1209.84,0.009736834,726,3.4656,7859.822647,2145351.321,4969.313155,40403.0616,1176,893.04,983.04,1176,1350,79.07011224,228.561504,0.1944,0.172388212,24.144216,0.000448001,0.259584,4.630615668,36.486936,0,0.574443895,0.083416118,0.132414833,0,13.844166,86400,60000,0.14940504,3.763584,0.0384,25259.74226,3396.983722,1.815,230.64,394925.8868,12.2694,0.24,86.64,0,24,0,47.04,0.96,3.84,0.24,0.24,3.84,0.216685115,24571.91748,922.56,1613.76,893.04,102.8376,485641.5,5.99520096,79,146.2014203,226,14,196.966569,3080,220,427,136,124,121,123,135,19.3,36.1,3.44,2.30863,21.36,0.304575,3.44,13.61805,12.55,0,-3.20969261,3.220442052,4.057502731,0,16.7,1100,1000,0.918,29.378,17.36,340,368.2,6.83,101,1337.58,17.36,2,25,0,10,0,14,2,4,1,2,6,1.079186637,320,214,232,243,350,1740,5.8,8,146,171,10.2,15.999,90.19,76.10604085,16.7,66,63,57,53,60,1.149,5.24,2.54,1.4611135,11.33,0.26137,2.4,9.22553,0.22,0,-4.756791905,2.630893787,3.314718462,0,9.105,500,500,0.129,25.418,16.96,15.57909119,249.229,4.08,70,54.8,10.21,1,6,0,0,0,0,0,0,0,1,2,0.129,0.02658,152,150,182,329.3,317.5,0.802
mp-1071163,TiO,"{'Ti': 1.0, 'O': 1.0}",P62m,-2.924,0,0,FALSE,62.86,6,FALSE,,5.061,hexagonal,15,146.6007102,214,12.3,31.933,1825.095,93.05302043,608.35,113,99.5,87,80.5,100,2.8445,59.79,2.49,0.77005675,14.765,0.21396935,2.49,10.223085,7.185,0,-6.266009513,2.925346454,3.685705576,1.13E-05,12.8975,800,1050,0.721,27.219,17.515,219.0895456,361.1145,4.89,76,993.9,14,5,5,4,1,0,0,1,2,0,2,3,0.801093318,11.01329,181.5,198,210.5,333.75,2228.75,7.701,30,293.2014203,428,24.6,63.866,3650.19,186.1060409,1216.7,226,199,174,161,200,5.689,119.58,4.98,1.5401135,29.53,0.4279387,4.98,20.44617,14.37,0,-12.53201903,5.850692908,7.371411151,2.25E-05,25.795,1600,2100,1.442,54.438,35.03,438.1790912,722.229,9.78,152,1987.8,28,10,10,8,2,0,0,2,4,0,4,6,1.602186637,22.02658,363,396,421,667.5,4457.5,15.402,49,0.15943238,1849,2.89,253.892356,3009895.359,287.2001167,350049.7225,2209,1332.25,900,756.25,1600,2.87472025,2975.7025,0.9025,0.477559432,43.494025,0.008209384,0.9025,11.52578735,48.511225,0,2.277737787,0.086702373,0.137631438,1.27E-10,14.38305625,90000,302500,0.038809,4.661281,0.024025,41416.50505,12518.36511,3.7636,625,881908.81,11.2896,9,1,16,1,0,0,1,4,0,0,1,0.077335894,120.7077966,870.25,2304,812.25,264.0625,3652876.563,47.596201,22,147,257,14,47.867,3560,110,1200,160,136,117,108,140,4.54,114.34,3.44,1.4611135,21.36,0.304575,3.44,13.61805,14.15,0,-4.756791905,3.219799121,4.056692689,2.25E-05,16.69,1100,1600,0.918,29.378,17.67,422.6,473,6.83,101,1933,17.36,8,6,8,2,0,0,2,4,0,2,4,1.079186637,22,211,246,239,350,4140,14.6,8,146.2014203,171,10.6,15.999,90.19,76.10604085,16.7,66,63,57,53,60,1.149,5.24,1.54,0.079,8.17,0.1233637,1.54,6.82812,0.22,0,-7.77522712,2.630893787,3.314718462,0,9.105,500,500,0.524,25.06,17.36,15.57909119,249.229,2.95,51,54.8,10.64,2,4,0,0,0,0,0,0,0,2,2,0.523,0.02658,152,150,182,317.5,317.5,0.802
